Measurement_DateTime,GPS_FixQuality,GPS_lat,GPS_lon,GPS_alt,Barometer_Altitude,GPS_HDOP,GPS_NSat,GPS_SOG,GPS_COG,Barometer_Pressure,Barometer_Temperature,User_LoggerID
2024-04-18 12:44:02.000,1,40.478700,-74.268328,14.2,-22.9,1.06,9,0.00,0.00,1.01602,11.75,162
2024-04-18 12:44:02.500,1,40.478700,-74.268328,14.0,-23.0,1.06,9,0.06,0.00,1.01602,11.75,162
2024-04-18 12:44:03.000,1,40.478700,-74.268328,13.8,-23.0,1.06,9,0.36,0.00,1.01602,11.75,162
2024-04-18 12:44:03.500,1,40.478696,-74.268328,13.7,-22.3,1.06,9,0.22,0.00,1.01594,11.75,162
2024-04-18 12:44:04.000,1,40.478696,-74.268328,13.7,-21.7,1.06,9,0.21,0.00,1.01587,11.75,162
2024-04-18 12:44:04.500,1,40.478696,-74.268336,13.7,-22.1,1.06,9,0.32,0.00,1.01592,11.75,162
2024-04-18 12:44:05.000,1,40.478696,-74.268336,14.6,-22.3,1.06,9,0.04,0.00,1.01594,11.75,162
2024-04-18 12:44:05.500,1,40.478696,-74.268336,15.1,-21.5,1.06,9,0.02,0.00,1.01584,11.75,162
2024-04-18 12:44:06.000,1,40.478696,-74.268336,15.2,-21.7,1.06,9,0.03,0.00,1.01587,11.75,162
2024-04-18 12:44:06.500,1,40.478700,-74.268336,15.3,-21.8,1.06,9,0.05,0.00,1.01589,11.75,162
2024-04-18 12:44:07.000,1,40.478700,-74.268336,15.6,-22.3,1.06,9,0.05,0.00,1.01595,11.75,162
2024-04-18 12:44:07.500,1,40.478704,-74.268336,15.8,-22.2,1.06,9,0.18,0.00,1.01593,11.75,162
2024-04-18 12:44:08.000,1,40.478704,-74.268336,15.7,-21.9,1.06,9,0.14,0.00,1.01590,11.75,162
2024-04-18 12:44:08.500,1,40.478704,-74.268336,15.6,-21.9,1.06,9,0.03,0.00,1.01589,11.75,162
2024-04-18 12:44:09.000,1,40.478708,-74.268336,15.7,-22.1,1.06,9,0.04,0.00,1.01592,11.75,162
2024-04-18 12:44:09.500,1,40.478708,-74.268336,15.5,-21.9,1.06,9,0.08,0.00,1.01590,11.75,162
2024-04-18 12:44:10.000,1,40.478708,-74.268328,15.3,-22.0,1.06,9,0.08,0.00,1.01590,11.75,162
2024-04-18 12:44:10.500,1,40.478708,-74.268328,15.1,-22.1,1.06,9,0.10,0.00,1.01592,11.75,162
2024-04-18 12:44:11.000,1,40.478712,-74.268328,15.1,-21.6,1.06,9,0.05,0.00,1.01586,11.75,162
2024-04-18 12:44:11.500,1,40.478712,-74.268328,15.2,-21.6,1.06,9,0.09,0.00,1.01586,11.75,162
2024-04-18 12:44:12.000,1,40.478712,-74.268328,15.1,-21.7,1.06,9,0.04,0.00,1.01588,11.75,162
2024-04-18 12:44:12.500,1,40.478712,-74.268328,15.1,-21.3,1.06,9,0.06,0.00,1.01582,11.75,162
2024-04-18 12:44:13.000,1,40.478712,-74.268328,15.0,-21.7,1.06,9,0.11,0.00,1.01588,11.75,162
2024-04-18 12:44:13.500,1,40.478712,-74.268328,14.9,-22.0,1.06,9,0.04,0.00,1.01591,11.75,162
2024-04-18 12:44:14.000,1,40.478712,-74.268328,14.9,-22.4,1.06,9,0.05,0.00,1.01595,11.75,162
2024-04-18 12:44:14.500,1,40.478716,-74.268328,14.9,-22.8,1.06,9,0.07,0.00,1.01600,11.75,162
2024-04-18 12:44:15.000,1,40.478716,-74.268328,14.8,-22.8,1.06,9,0.09,0.00,1.01601,11.75,162
2024-04-18 12:44:15.500,1,40.478716,-74.268320,14.6,-22.3,1.06,9,0.06,0.00,1.01595,11.75,162
2024-04-18 12:44:16.000,1,40.478716,-74.268320,14.4,-21.9,1.06,9,0.04,0.00,1.01590,11.75,162
2024-04-18 12:44:16.500,1,40.478720,-74.268320,14.2,-21.9,1.06,9,0.21,0.00,1.01589,11.75,162
2024-04-18 12:44:17.000,1,40.478720,-74.268320,14.2,-21.9,1.06,9,0.43,0.00,1.01590,11.75,162
2024-04-18 12:44:17.500,1,40.478720,-74.268320,13.9,-22.1,1.06,9,0.31,0.00,1.01592,11.75,162
2024-04-18 12:44:18.000,1,40.478724,-74.268320,14.2,-22.1,1.06,9,0.26,0.00,1.01592,11.75,162
2024-04-18 12:44:18.500,1,40.478724,-74.268312,14.3,-21.8,1.06,9,0.68,40.66,1.01588,11.75,162
2024-04-18 12:44:19.000,1,40.478724,-74.268312,14.1,-21.9,1.06,9,0.21,40.66,1.01589,11.75,162
2024-04-18 12:44:19.500,1,40.478712,-74.268320,14.2,-22.0,1.06,9,1.59,134.87,1.01591,11.75,162
2024-04-18 12:44:20.000,1,40.478716,-74.268312,14.1,-22.3,1.06,9,0.17,134.87,1.01594,11.75,162
2024-04-18 12:44:20.500,1,40.478716,-74.268312,13.9,-22.0,1.06,9,0.02,134.87,1.01591,11.75,162
2024-04-18 12:44:21.000,1,40.478716,-74.268312,13.9,-22.0,1.06,9,0.04,134.87,1.01591,11.75,162
2024-04-18 12:44:21.500,1,40.478716,-74.268312,14.3,-22.1,1.06,9,0.03,134.87,1.01592,11.75,162
2024-04-18 12:44:22.000,1,40.478716,-74.268312,14.2,-21.6,1.06,9,0.04,134.87,1.01586,11.75,162
2024-04-18 12:44:22.500,1,40.478720,-74.268312,14.3,-21.8,1.06,9,0.00,134.87,1.01588,11.75,162
2024-04-18 12:44:23.000,1,40.478720,-74.268312,14.3,-22.4,1.06,9,0.03,134.87,1.01595,11.75,162
2024-04-18 12:44:23.500,1,40.478720,-74.268312,14.4,-22.4,1.06,9,0.00,134.87,1.01596,11.75,162
2024-04-18 12:44:24.000,1,40.478720,-74.268312,14.3,-22.7,1.06,9,0.04,134.87,1.01599,11.75,162
2024-04-18 12:44:24.500,1,40.478720,-74.268312,14.4,-22.5,1.06,9,0.04,134.87,1.01597,11.75,162
2024-04-18 12:44:25.000,1,40.478720,-74.268304,14.2,-22.8,1.06,9,0.05,134.87,1.01601,11.75,162
2024-04-18 12:44:25.500,1,40.478720,-74.268304,14.1,-22.7,1.06,9,0.03,134.87,1.01599,11.75,162
2024-04-18 12:44:26.000,1,40.478720,-74.268304,14.1,-22.4,1.06,9,0.00,134.87,1.01595,11.75,162
2024-04-18 12:44:26.500,1,40.478720,-74.268304,14.0,-22.4,1.06,9,0.01,134.87,1.01596,11.75,162
2024-04-18 12:44:27.000,1,40.478720,-74.268304,13.8,-23.0,1.06,9,0.01,134.87,1.01603,11.75,162
2024-04-18 12:44:27.500,1,40.478720,-74.268304,13.8,-22.7,1.06,9,0.06,134.87,1.01600,11.75,162
2024-04-18 12:44:28.000,1,40.478720,-74.268304,13.7,-22.5,1.06,9,0.01,134.87,1.01597,11.75,162
2024-04-18 12:44:28.500,1,40.478720,-74.268296,13.7,-22.7,1.06,9,0.02,134.87,1.01600,11.75,162
2024-04-18 12:44:29.000,1,40.478720,-74.268296,13.7,-22.1,1.06,9,0.02,134.87,1.01592,11.75,162
2024-04-18 12:44:29.500,1,40.478720,-74.268296,13.6,-22.8,1.06,9,0.02,134.87,1.01601,11.75,162
2024-04-18 12:44:30.000,1,40.478720,-74.268296,13.5,-22.7,1.06,9,0.00,134.87,1.01599,11.75,162
2024-04-18 12:44:30.500,1,40.478720,-74.268296,13.5,-22.7,1.06,9,0.01,134.87,1.01599,11.75,162
2024-04-18 12:44:31.000,1,40.478724,-74.268296,13.5,-22.4,1.06,9,0.02,134.87,1.01595,11.75,162
2024-04-18 12:44:31.500,1,40.478724,-74.268296,13.4,-22.2,1.06,9,0.01,134.87,1.01593,11.75,162
2024-04-18 12:44:32.000,1,40.478724,-74.268296,13.4,-22.3,1.06,9,0.01,134.87,1.01594,11.75,162
2024-04-18 12:44:32.500,1,40.478724,-74.268296,13.4,-22.4,1.06,9,0.02,134.87,1.01596,11.75,162
2024-04-18 12:44:33.000,1,40.478724,-74.268296,13.4,-22.4,1.06,9,0.02,134.87,1.01596,11.75,162
2024-04-18 12:44:33.500,1,40.478724,-74.268296,13.4,-22.2,1.06,9,0.04,134.87,1.01593,11.75,162
2024-04-18 12:44:34.000,1,40.478724,-74.268296,13.5,-22.6,1.06,9,0.06,134.87,1.01598,11.75,162
2024-04-18 12:44:34.500,1,40.478724,-74.268296,13.5,-22.9,1.06,9,0.00,134.87,1.01601,11.75,162
2024-04-18 12:44:35.000,1,40.478724,-74.268296,13.5,-22.1,1.04,10,0.03,134.87,1.01592,11.75,162
2024-04-18 12:44:35.500,1,40.478724,-74.268296,13.5,-22.4,1.04,10,0.06,134.87,1.01596,11.75,162
2024-04-18 12:44:36.000,1,40.478724,-74.268296,13.5,-22.9,1.04,10,0.04,134.87,1.01602,11.81,162
2024-04-18 12:44:36.500,1,40.478724,-74.268296,13.5,-22.7,1.04,10,0.00,134.87,1.01599,11.75,162
2024-04-18 12:44:37.000,1,40.478724,-74.268296,13.5,-22.3,1.04,10,0.01,134.87,1.01594,11.75,162
2024-04-18 12:44:37.500,1,40.478724,-74.268296,13.5,-22.5,1.04,10,0.04,134.87,1.01597,11.75,162
2024-04-18 12:44:38.000,1,40.478724,-74.268296,13.5,-22.3,1.04,10,0.05,134.87,1.01595,11.75,162
2024-04-18 12:44:38.500,1,40.478724,-74.268296,13.5,-22.5,1.04,10,0.01,134.87,1.01597,11.75,162
2024-04-18 12:44:39.000,1,40.478724,-74.268296,13.6,-22.7,0.74,12,0.02,134.87,1.01599,11.75,162
2024-04-18 12:44:39.500,1,40.478724,-74.268304,13.7,-22.4,0.74,12,0.01,134.87,1.01595,11.75,162
2024-04-18 12:44:40.000,1,40.478724,-74.268304,13.8,-22.2,0.74,12,0.01,134.87,1.01593,11.75,162
2024-04-18 12:44:40.500,1,40.478724,-74.268304,14.0,-22.3,0.74,12,0.02,134.87,1.01595,11.75,162
2024-04-18 12:44:41.000,1,40.478724,-74.268304,14.0,-22.2,0.74,12,0.00,134.87,1.01593,11.75,162
2024-04-18 12:44:41.500,1,40.478724,-74.268304,14.0,-22.5,0.74,12,0.01,134.87,1.01597,11.75,162
2024-04-18 12:44:42.000,1,40.478724,-74.268304,14.0,-22.7,0.74,12,0.02,134.87,1.01600,11.81,162
2024-04-18 12:44:42.500,1,40.478724,-74.268304,14.1,-22.5,0.74,12,0.00,134.87,1.01596,11.75,162
2024-04-18 12:44:43.000,1,40.478724,-74.268304,14.2,-22.0,0.74,12,0.05,134.87,1.01591,11.75,162
2024-04-18 12:44:43.500,1,40.478724,-74.268304,14.2,-22.4,0.74,12,0.05,134.87,1.01595,11.75,162
2024-04-18 12:44:44.000,1,40.478724,-74.268304,14.2,-22.4,0.74,12,0.06,134.87,1.01595,11.75,162
2024-04-18 12:44:44.500,1,40.478724,-74.268304,14.2,-22.5,0.74,12,0.11,134.87,1.01597,11.75,162
2024-04-18 12:44:45.000,1,40.478724,-74.268304,14.2,-22.3,0.74,12,0.01,134.87,1.01594,11.75,162
2024-04-18 12:44:45.500,1,40.478724,-74.268304,14.2,-21.9,0.74,12,0.01,134.87,1.01589,11.75,162
2024-04-18 12:44:46.000,1,40.478724,-74.268304,14.2,-21.8,0.74,12,0.05,134.87,1.01589,11.75,162
2024-04-18 12:44:46.500,1,40.478724,-74.268304,14.3,-22.4,0.74,12,0.03,134.87,1.01595,11.75,162
2024-04-18 12:44:47.000,1,40.478724,-74.268304,14.3,-22.0,0.74,12,0.12,134.87,1.01590,11.75,162
2024-04-18 12:44:47.500,1,40.478720,-74.268304,14.4,-22.1,0.74,12,0.19,134.87,1.01592,11.75,162
2024-04-18 12:44:48.000,1,40.478720,-74.268304,14.4,-22.1,0.74,12,0.02,134.87,1.01592,11.75,162
2024-04-18 12:44:48.500,1,40.478720,-74.268304,14.4,-22.2,0.74,12,0.13,134.87,1.01593,11.75,162
2024-04-18 12:44:49.000,1,40.478720,-74.268304,14.4,-21.6,0.74,12,0.07,134.87,1.01586,11.75,162
2024-04-18 12:44:49.500,1,40.478720,-74.268304,14.4,-21.6,0.74,12,0.04,134.87,1.01586,11.81,162
2024-04-18 12:44:50.000,1,40.478720,-74.268304,14.5,-21.4,0.74,12,0.18,134.87,1.01583,11.75,162
2024-04-18 12:44:50.500,1,40.478720,-74.268304,14.2,-21.4,0.74,12,0.06,134.87,1.01584,11.75,162
2024-04-18 12:44:51.000,1,40.478720,-74.268304,14.1,-21.8,0.74,12,0.13,134.87,1.01589,11.75,162
2024-04-18 12:44:51.500,1,40.478720,-74.268304,13.9,-22.1,0.74,12,0.11,134.87,1.01592,11.75,162
2024-04-18 12:44:52.000,1,40.478720,-74.268304,13.8,-21.7,0.74,12,0.16,134.87,1.01587,11.75,162
2024-04-18 12:44:52.500,1,40.478724,-74.268304,13.6,-22.2,0.74,12,0.29,134.87,1.01593,11.81,162
2024-04-18 12:44:53.000,1,40.478724,-74.268304,13.8,-22.0,0.74,12,0.09,134.87,1.01591,11.75,162
2024-04-18 12:44:53.500,1,40.478720,-74.268304,13.8,-22.2,0.74,12,0.05,134.87,1.01593,11.75,162
2024-04-18 12:44:54.000,1,40.478720,-74.268312,14.3,-22.6,0.74,12,0.03,134.87,1.01598,11.75,162
2024-04-18 12:44:54.500,1,40.478720,-74.268312,14.3,-22.5,0.74,12,0.01,134.87,1.01597,11.75,162
2024-04-18 12:44:55.000,1,40.478720,-74.268304,14.4,-22.3,0.74,12,0.05,134.87,1.01594,11.75,162
2024-04-18 12:44:55.500,1,40.478720,-74.268304,14.5,-22.5,0.74,12,0.04,134.87,1.01597,11.75,162
2024-04-18 12:44:56.000,1,40.478720,-74.268304,14.5,-21.8,0.74,12,0.01,134.87,1.01589,11.75,162
2024-04-18 12:44:56.500,1,40.478720,-74.268304,14.6,-22.0,0.74,12,0.00,134.87,1.01591,11.75,162
2024-04-18 12:44:57.000,1,40.478720,-74.268304,14.5,-22.5,0.74,12,0.01,134.87,1.01597,11.75,162
2024-04-18 12:44:57.500,1,40.478720,-74.268304,14.5,-22.5,0.74,12,0.00,134.87,1.01597,11.75,162
2024-04-18 12:44:58.000,1,40.478720,-74.268304,14.6,-22.7,0.74,12,0.00,134.87,1.01599,11.81,162
2024-04-18 12:44:58.500,1,40.478720,-74.268304,14.7,-22.2,0.74,12,0.01,134.87,1.01593,11.75,162
2024-04-18 12:44:59.000,1,40.478720,-74.268304,14.8,-22.3,0.74,12,0.02,134.87,1.01595,11.75,162
2024-04-18 12:44:59.500,1,40.478716,-74.268304,14.9,-22.6,0.74,12,0.00,134.87,1.01598,11.75,162
2024-04-18 12:45:00.000,1,40.478716,-74.268304,15.1,-23.0,0.74,12,0.03,134.87,1.01603,11.81,162
2024-04-18 12:45:00.500,1,40.478716,-74.268304,15.2,-23.0,0.74,12,0.02,134.87,1.01602,11.75,162
2024-04-18 12:45:01.000,1,40.478716,-74.268312,15.4,-22.8,0.74,12,0.01,134.87,1.01600,11.81,162
2024-04-18 12:45:01.500,1,40.478716,-74.268312,15.6,-22.5,0.74,12,0.01,134.87,1.01597,11.75,162
2024-04-18 12:45:02.000,1,40.478716,-74.268312,15.8,-23.0,0.74,12,0.00,134.87,1.01602,11.81,162
2024-04-18 12:45:02.500,1,40.478716,-74.268312,15.9,-22.7,0.74,12,0.01,134.87,1.01600,11.81,162
2024-04-18 12:45:03.000,1,40.478712,-74.268312,16.0,-22.7,0.74,12,0.00,134.87,1.01600,11.81,162
2024-04-18 12:45:03.500,1,40.478712,-74.268312,16.2,-22.7,0.74,12,0.01,134.87,1.01600,11.81,162
2024-04-18 12:45:04.000,1,40.478712,-74.268312,16.3,-22.8,0.74,12,0.01,134.87,1.01600,11.75,162
2024-04-18 12:45:04.500,1,40.478712,-74.268312,16.5,-22.7,0.74,12,0.01,134.87,1.01599,11.75,162
2024-04-18 12:45:05.000,1,40.478712,-74.268312,16.6,-22.8,0.74,12,0.01,134.87,1.01600,11.81,162
2024-04-18 12:45:05.500,1,40.478712,-74.268312,16.7,-22.6,0.74,12,0.04,134.87,1.01598,11.75,162
2024-04-18 12:45:06.000,1,40.478712,-74.268312,16.8,-23.1,0.74,12,0.02,134.87,1.01604,11.81,162
2024-04-18 12:45:06.500,1,40.478712,-74.268312,16.9,-22.8,0.74,12,0.00,134.87,1.01600,11.81,162
2024-04-18 12:45:07.000,1,40.478712,-74.268312,17.0,-22.3,0.74,12,0.02,134.87,1.01594,11.75,162
2024-04-18 12:45:07.500,1,40.478712,-74.268312,17.2,-22.6,0.74,12,0.04,134.87,1.01598,11.75,162
2024-04-18 12:45:08.000,1,40.478712,-74.268312,17.2,-22.7,0.74,12,0.02,134.87,1.01600,11.81,162
2024-04-18 12:45:08.500,1,40.478712,-74.268304,17.4,-22.5,0.74,12,0.01,134.87,1.01597,11.75,162
2024-04-18 12:45:09.000,1,40.478712,-74.268304,17.5,-22.5,0.72,12,0.00,134.87,1.01597,11.75,162
2024-04-18 12:45:09.500,1,40.478712,-74.268304,17.6,-22.8,0.72,12,0.02,134.87,1.01600,11.81,162
2024-04-18 12:45:10.000,1,40.478712,-74.268304,17.6,-22.6,0.72,12,0.01,134.87,1.01598,11.81,162
2024-04-18 12:45:10.500,1,40.478712,-74.268304,17.7,-23.0,0.72,12,0.00,134.87,1.01602,11.81,162
2024-04-18 12:45:11.000,1,40.478712,-74.268304,17.8,-22.7,0.72,12,0.02,134.87,1.01599,11.81,162
2024-04-18 12:45:11.500,1,40.478712,-74.268304,17.8,-22.4,0.72,12,0.00,134.87,1.01596,11.75,162
2024-04-18 12:45:12.000,1,40.478712,-74.268304,17.8,-23.0,0.72,12,0.00,134.87,1.01602,11.81,162
2024-04-18 12:45:12.500,1,40.478712,-74.268304,17.9,-23.1,0.72,12,0.02,134.87,1.01604,11.81,162
2024-04-18 12:45:13.000,1,40.478712,-74.268304,18.0,-22.6,0.72,12,0.02,134.87,1.01598,11.75,162
2024-04-18 12:45:13.500,1,40.478716,-74.268304,18.2,-22.6,0.72,12,0.01,134.87,1.01598,11.81,162
2024-04-18 12:45:14.000,1,40.478716,-74.268304,18.3,-22.8,0.72,12,0.03,134.87,1.01601,11.81,162
2024-04-18 12:45:14.500,1,40.478716,-74.268304,18.4,-22.3,0.72,12,0.02,134.87,1.01594,11.75,162
2024-04-18 12:45:15.000,1,40.478716,-74.268304,18.5,-22.4,0.72,12,0.03,134.87,1.01596,11.81,162
2024-04-18 12:45:15.500,1,40.478716,-74.268304,18.5,-22.6,0.72,12,0.03,134.87,1.01598,11.81,162
2024-04-18 12:45:16.000,1,40.478716,-74.268304,18.6,-22.2,0.72,12,0.02,134.87,1.01593,11.81,162
2024-04-18 12:45:16.500,1,40.478716,-74.268304,18.5,-22.6,0.75,12,0.02,134.87,1.01598,11.81,162
2024-04-18 12:45:17.000,1,40.478716,-74.268304,18.6,-22.5,0.75,12,0.02,134.87,1.01597,11.75,162
2024-04-18 12:45:17.500,1,40.478720,-74.268304,18.5,-22.6,0.75,12,0.03,134.87,1.01598,11.81,162
2024-04-18 12:45:18.000,1,40.478720,-74.268304,18.6,-22.6,0.72,12,0.03,134.87,1.01598,11.81,162
2024-04-18 12:45:18.500,1,40.478720,-74.268304,18.6,-22.1,0.72,12,0.02,134.87,1.01592,11.75,162
2024-04-18 12:45:19.000,1,40.478720,-74.268304,18.6,-22.6,0.72,12,0.01,134.87,1.01598,11.81,162
2024-04-18 12:45:19.500,1,40.478720,-74.268304,18.6,-22.9,0.72,12,0.02,134.87,1.01601,11.81,162
2024-04-18 12:45:20.000,1,40.478720,-74.268304,18.7,-22.7,0.72,12,0.01,134.87,1.01599,11.81,162
2024-04-18 12:45:20.500,1,40.478720,-74.268304,18.7,-22.4,0.72,12,0.03,134.87,1.01596,11.81,162
2024-04-18 12:45:21.000,1,40.478720,-74.268304,18.8,-22.7,0.72,12,0.01,134.87,1.01600,11.81,162
2024-04-18 12:45:21.500,1,40.478720,-74.268304,18.9,-23.2,0.72,12,0.02,134.87,1.01605,11.81,162
2024-04-18 12:45:22.000,1,40.478720,-74.268304,18.9,-22.5,0.72,12,0.03,134.87,1.01596,11.81,162
2024-04-18 12:45:22.500,1,40.478724,-74.268304,18.9,-22.6,0.72,12,0.00,134.87,1.01598,11.81,162
2024-04-18 12:45:23.000,1,40.478720,-74.268296,18.9,-22.2,0.72,12,0.02,134.87,1.01593,11.81,162
2024-04-18 12:45:23.500,1,40.478720,-74.268296,18.9,-22.6,0.72,12,0.00,134.87,1.01598,11.81,162
2024-04-18 12:45:24.000,1,40.478720,-74.268296,18.9,-22.5,0.72,12,0.01,134.87,1.01596,11.81,162
2024-04-18 12:45:24.500,1,40.478720,-74.268296,19.0,-22.6,0.72,12,0.03,134.87,1.01598,11.75,162
